ticker,company_name,cik,cik10,form,filing_date,report_date,acceptance_datetime,accession_number,primary_document,document_url,local_path
GOOGL,Alphabet Inc.,1652044,0001652044,10-Q,2023-10-25,2023-09-30,2023-10-24T22:39:13.000Z,0001652044-23-000094,goog-20230930.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000094/goog-20230930.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2023-10-25_10-Q_000165204423000094.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-K,2024-01-31,2023-12-31,2024-01-31T02:43:43.000Z,0001652044-24-000022,goog-20231231.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2024-01-31_10-K_000165204424000022.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-Q,2024-04-26,2024-03-31,2024-04-26T00:22:11.000Z,0001652044-24-000053,goog-20240331.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/goog-20240331.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2024-04-26_10-Q_000165204424000053.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-Q,2024-07-24,2024-06-30,2024-07-23T23:12:07.000Z,0001652044-24-000079,goog-20240630.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/goog-20240630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2024-07-24_10-Q_000165204424000079.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-Q,2024-10-30,2024-09-30,2024-10-29T23:33:10.000Z,0001652044-24-000118,goog-20240930.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/goog-20240930.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2024-10-30_10-Q_000165204424000118.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-K,2025-02-05,2024-12-31,2025-02-05T01:41:40.000Z,0001652044-25-000014,goog-20241231.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2025-02-05_10-K_000165204425000014.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-Q,2025-04-25,2025-03-31,2025-04-25T01:05:29.000Z,0001652044-25-000043,goog-20250331.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000043/goog-20250331.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2025-04-25_10-Q_000165204425000043.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-Q,2025-07-24,2025-06-30,2025-07-23T23:44:01.000Z,0001652044-25-000062,goog-20250630.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000062/goog-20250630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2025-07-24_10-Q_000165204425000062.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-Q,2025-10-30,2025-09-30,2025-10-30T01:55:01.000Z,0001652044-25-000091,goog-20250930.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000091/goog-20250930.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2025-10-30_10-Q_000165204425000091.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-K,2026-02-05,2025-12-31,2026-02-05T02:56:03.000Z,0001652044-26-000018,goog-20251231.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2026-02-05_10-K_000165204426000018.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-Q,2026-04-30,2026-03-31,2026-04-30T01:02:11.000Z,0001652044-26-000048,goog-20260331.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000048/goog-20260331.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2026-04-30_10-Q_000165204426000048.htm
GOOGL,Alphabet Inc.,1652044,0001652044,10-Q,2026-07-23,2026-06-30,2026-07-23T01:15:54.000Z,0001652044-26-000071,goog-20260630.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000071/goog-20260630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\GOOGL\2026-07-23_10-Q_000165204426000071.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2015-02-24,2014-12-31,2015-02-24T21:04:18.000Z,0000019617-15-000272,corp10k2014.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961715000272/corp10k2014.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2015-02-24_10-K_000001961715000272.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2015-05-05,2015-03-31,2015-05-05T20:08:04.000Z,0000019617-15-000318,corpq12015.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961715000318/corpq12015.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2015-05-05_10-Q_000001961715000318.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2015-08-03,2015-06-30,2015-08-03T20:03:18.000Z,0000019617-15-000367,corpq22015.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961715000367/corpq22015.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2015-08-03_10-Q_000001961715000367.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2015-11-02,2015-09-30,2015-11-02T21:21:11.000Z,0000019617-15-000464,corpq32015.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961715000464/corpq32015.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2015-11-02_10-Q_000001961715000464.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2016-02-23,2015-12-31,2016-02-23T21:17:46.000Z,0000019617-16-000902,corp10k2015.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961716000902/corp10k2015.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2016-02-23_10-K_000001961716000902.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2016-04-29,2016-03-31,2016-04-29T20:18:25.000Z,0000019617-16-000960,corpq12016.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961716000960/corpq12016.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2016-04-29_10-Q_000001961716000960.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2016-08-03,2016-06-30,2016-08-03T20:15:34.000Z,0000019617-16-001056,corpq22016.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961716001056/corpq22016.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2016-08-03_10-Q_000001961716001056.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2016-11-01,2016-09-30,2016-11-01T20:19:05.000Z,0000019617-16-001150,corpq32016.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961716001150/corpq32016.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2016-11-01_10-Q_000001961716001150.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2017-02-28,2016-12-31,2017-02-28T21:23:41.000Z,0000019617-17-000314,corp10k2016.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961717000314/corp10k2016.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2017-02-28_10-K_000001961717000314.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2017-05-02,2017-03-31,2017-05-02T20:15:49.000Z,0000019617-17-000364,corpq12017.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961717000364/corpq12017.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2017-05-02_10-Q_000001961717000364.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2017-08-02,2017-06-30,2017-08-02T20:22:16.000Z,0000019617-17-000486,corpq22017.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961717000486/corpq22017.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2017-08-02_10-Q_000001961717000486.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2017-11-01,2017-09-30,2017-11-01T20:36:54.000Z,0000019617-17-000552,corpq32017.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961717000552/corpq32017.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2017-11-01_10-Q_000001961717000552.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2018-02-27,2017-12-31,2018-02-27T21:23:03.000Z,0000019617-18-000057,corp10k2017.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961718000057/corp10k2017.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2018-02-27_10-K_000001961718000057.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2018-05-02,2018-03-31,2018-05-02T20:20:20.000Z,0000019617-18-000092,corpq12018.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961718000092/corpq12018.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2018-05-02_10-Q_000001961718000092.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2018-08-01,2018-06-30,2018-08-01T20:49:36.000Z,0000019617-18-000151,corpq22018.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961718000151/corpq22018.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2018-08-01_10-Q_000001961718000151.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2018-10-31,2018-09-30,2018-10-31T20:35:41.000Z,0000019617-18-000206,corpq32018.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961718000206/corpq32018.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2018-10-31_10-Q_000001961718000206.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2019-02-26,2018-12-31,2019-02-26T21:57:25.000Z,0000019617-19-000054,corp10k2018.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961719000054/corp10k2018.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2019-02-26_10-K_000001961719000054.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2019-05-02,2019-03-31,2019-05-02T20:35:55.000Z,0000019617-19-000067,corpq12019.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961719000067/corpq12019.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2019-05-02_10-Q_000001961719000067.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2019-08-06,2019-06-30,2019-08-05T22:19:56.000Z,0000019617-19-000127,corpq22019.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961719000127/corpq22019.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2019-08-06_10-Q_000001961719000127.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2019-11-04,2019-09-30,2019-11-04T21:24:10.000Z,0000019617-19-000232,corpq32019.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961719000232/corpq32019.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2019-11-04_10-Q_000001961719000232.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2020-02-25,2019-12-31,2020-02-25T21:31:02.000Z,0000019617-20-000257,corp10k2019.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961720000257/corp10k2019.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2020-02-25_10-K_000001961720000257.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2020-05-07,2020-03-31,2020-05-07T20:37:43.000Z,0000019617-20-000299,corpq12020.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961720000299/corpq12020.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2020-05-07_10-Q_000001961720000299.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2020-08-03,2020-06-30,2020-08-03T20:13:32.000Z,0000019617-20-000372,corpq22020.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961720000372/corpq22020.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2020-08-03_10-Q_000001961720000372.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2020-11-02,2020-09-30,2020-11-02T21:23:19.000Z,0000019617-20-000438,jpm-20200930.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961720000438/jpm-20200930.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2020-11-02_10-Q_000001961720000438.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2021-02-23,2020-12-31,2021-02-23T21:17:29.000Z,0000019617-21-000236,jpm-20201231.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961721000236/jpm-20201231.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2021-02-23_10-K_000001961721000236.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2021-05-04,2021-03-31,2021-05-04T20:17:30.000Z,0000019617-21-000292,jpm-20210331.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961721000292/jpm-20210331.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2021-05-04_10-Q_000001961721000292.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2021-08-02,2021-06-30,2021-08-02T20:12:31.000Z,0000019617-21-000373,jpm-20210630.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961721000373/jpm-20210630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2021-08-02_10-Q_000001961721000373.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2021-11-02,2021-09-30,2021-11-02T20:10:39.000Z,0000019617-21-000458,jpm-20210930.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961721000458/jpm-20210930.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2021-11-02_10-Q_000001961721000458.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2022-02-22,2021-12-31,2022-02-22T21:56:31.000Z,0000019617-22-000272,jpm-20211231.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961722000272/jpm-20211231.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2022-02-22_10-K_000001961722000272.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2022-05-03,2022-03-31,2022-05-03T20:13:30.000Z,0000019617-22-000319,jpm-20220331.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961722000319/jpm-20220331.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2022-05-03_10-Q_000001961722000319.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2022-08-03,2022-06-30,2022-08-03T20:13:24.000Z,0000019617-22-000422,jpm-20220630.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961722000422/jpm-20220630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2022-08-03_10-Q_000001961722000422.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2022-11-03,2022-09-30,2022-11-03T20:13:37.000Z,0000019617-22-000492,jpm-20220930.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961722000492/jpm-20220930.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2022-11-03_10-Q_000001961722000492.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2023-02-21,2022-12-31,2023-02-21T21:13:55.000Z,0000019617-23-000231,jpm-20221231.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961723000231/jpm-20221231.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2023-02-21_10-K_000001961723000231.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2023-05-03,2023-03-31,2023-05-03T20:10:19.000Z,0000019617-23-000310,jpm-20230331.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961723000310/jpm-20230331.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2023-05-03_10-Q_000001961723000310.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2023-08-03,2023-06-30,2023-08-03T20:41:34.000Z,0000019617-23-000432,jpm-20230630.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961723000432/jpm-20230630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2023-08-03_10-Q_000001961723000432.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2023-11-01,2023-09-30,2023-11-01T20:29:55.000Z,0000019617-23-000524,jpm-20230930.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961723000524/jpm-20230930.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2023-11-01_10-Q_000001961723000524.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2024-02-16,2023-12-31,2024-02-16T21:20:22.000Z,0000019617-24-000225,jpm-20231231.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961724000225/jpm-20231231.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2024-02-16_10-K_000001961724000225.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2024-05-01,2024-03-31,2024-05-01T20:18:10.000Z,0000019617-24-000326,jpm-20240331.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961724000326/jpm-20240331.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2024-05-01_10-Q_000001961724000326.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2024-08-02,2024-06-30,2024-08-02T20:18:48.000Z,0000019617-24-000453,jpm-20240630.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961724000453/jpm-20240630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2024-08-02_10-Q_000001961724000453.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2024-10-30,2024-09-30,2024-10-30T20:18:49.000Z,0000019617-24-000611,jpm-20240930.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961724000611/jpm-20240930.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2024-10-30_10-Q_000001961724000611.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2025-02-14,2024-12-31,2025-02-14T21:17:07.000Z,0000019617-25-000270,jpm-20241231.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961725000270/jpm-20241231.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2025-02-14_10-K_000001961725000270.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2025-05-01,2025-03-31,2025-05-01T20:16:56.000Z,0000019617-25-000421,jpm-20250331.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961725000421/jpm-20250331.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2025-05-01_10-Q_000001961725000421.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2025-08-05,2025-06-30,2025-08-05T20:18:22.000Z,0000019617-25-000615,jpm-20250630.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961725000615/jpm-20250630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2025-08-05_10-Q_000001961725000615.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2025-11-04,2025-09-30,2025-11-04T21:18:08.000Z,0001628280-25-048859,jpm-20250930.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828025048859/jpm-20250930.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2025-11-04_10-Q_000162828025048859.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-K,2026-02-13,2025-12-31,2026-02-13T21:20:00.000Z,0001628280-26-008131,jpm-20251231.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2026-02-13_10-K_000162828026008131.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2026-05-01,2026-03-31,2026-05-01T20:18:43.000Z,0001628280-26-029344,jpm-20260331.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026029344/jpm-20260331.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2026-05-01_10-Q_000162828026029344.htm
JPM,JPMORGAN CHASE & CO,19617,0000019617,10-Q,2026-08-06,2026-06-30,2026-08-06T20:19:03.000Z,0001628280-26-054343,jpm-20260630.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026054343/jpm-20260630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JPM\2026-08-06_10-Q_000162828026054343.htm
XOM,ExxonMobil Holdings Corp,2115436,0002115436,10-Q,2026-08-03,2026-06-30,2026-08-03T18:55:38.000Z,0000034088-26-000093,xom-20260630.htm,https://www.sec.gov/Archives/edgar/data/2115436/000003408826000093/xom-20260630.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\XOM\2026-08-03_10-Q_000003408826000093.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-K,2015-02-24,2014-12-28,2015-02-24T00:11:03.000Z,0000200406-15-000004,a2014122810-k.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040615000004/a2014122810-k.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2015-02-24_10-K_000020040615000004.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-Q,2015-05-01,2015-03-29,2015-05-01T20:13:55.000Z,0000200406-15-000019,a1q10q3-29x15.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040615000019/a1q10q3-29x15.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2015-05-01_10-Q_000020040615000019.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-Q,2015-07-31,2015-06-28,2015-07-31T20:28:56.000Z,0000200406-15-000044,a2q10q6-28x15.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040615000044/a2q10q6-28x15.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2015-07-31_10-Q_000020040615000044.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-Q,2015-10-30,2015-09-27,2015-10-30T20:03:39.000Z,0000200406-15-000060,a3q10q9-27x15.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040615000060/a3q10q9-27x15.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2015-10-30_10-Q_000020040615000060.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-K,2016-02-24,2016-01-03,2016-02-24T21:58:53.000Z,0000200406-16-000071,form10-k20160103.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040616000071/form10-k20160103.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2016-02-24_10-K_000020040616000071.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-Q,2016-05-10,2016-04-03,2016-05-09T21:52:06.000Z,0000200406-16-000084,a1q10q4-03x16.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040616000084/a1q10q4-03x16.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2016-05-10_10-Q_000020040616000084.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-Q,2016-08-04,2016-07-03,2016-08-04T20:08:40.000Z,0000200406-16-000105,a2q10q7-03x16.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040616000105/a2q10q7-03x16.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2016-08-04_10-Q_000020040616000105.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-Q,2016-11-04,2016-10-02,2016-11-04T20:03:27.000Z,0000200406-16-000112,a3q10q10-02x16.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040616000112/a3q10q10-02x16.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2016-11-04_10-Q_000020040616000112.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-K,2017-02-27,2017-01-01,2017-02-27T21:52:48.000Z,0000200406-17-000006,form10-k20170101.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040617000006/form10-k20170101.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2017-02-27_10-K_000020040617000006.htm
JNJ,JOHNSON & JOHNSON,200406,0000200406,10-Q,2017-05-08,2017-04-02,2017-05-08T20:19:31.000Z,0000200406-17-000024,a1q10q04-02x17.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040617000024/a1q10q04-02x17.htm,C:\Users\MSI\Desktop\FinanceProjects\NLP_AlphaGeneration\data\raw\sec\filings\JNJ\2017-05-08_10-Q_000020040617000024.htm
